,id,MD5,Type,NP,Answer,RT,Item,Correct
97,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_no,честный крюк,Нет,2002.0,честный,1.0
98,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_yes,деревянная лавочка,Да,1110.0,деревянная,1.0
99,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_no,цветущая помада,Нет,778.0,цветущая,1.0
100,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_yes,апельсиновый сок,Да,1135.0,апельсиновый,1.0
101,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_yes,тёплая погода,Да,871.0,тёплая,1.0
102,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_yes,хороший ученик,Да,842.0,хороший,1.0
103,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_no,хвойная сплетня,Нет,774.0,хвойная,1.0
104,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_no,консервная пьеса,Нет,776.0,консервная,1.0
105,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_yes,гнилой томат,Да,1081.0,гнилой,1.0
106,1637329557,f55fbb21e32f6b727eba6ed78263b502,bleaching,тяжёлый кашель,Нет,1093.0,тяжёлый,0.0
107,1637329557,f55fbb21e32f6b727eba6ed78263b502,bleaching,дикий негатив,Да,4995.0,дикий,1.0
108,1637329557,f55fbb21e32f6b727eba6ed78263b502,literal_b,безумные учёные,Да,1144.0,безумные,1.0
109,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_no,влиятельный сад,Нет,1310.0,влиятельный,1.0
110,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_no,благодарная карета,Нет,3391.0,благодарная,1.0
111,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_no,гордый мрамор,Да,2342.0,гордый,0.0
112,1637329557,f55fbb21e32f6b727eba6ed78263b502,metaphor,грязная ложь,Да,2767.0,грязная,1.0
113,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_no,талантливый пирог,Нет,1643.0,талантливый,1.0
114,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_yes,быстрый транспорт,Да,991.0,быстрый,1.0
115,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_no,талый туризм,Нет,1040.0,талый,1.0
116,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_no,бюджетный вирус,Нет,1083.0,бюджетный,1.0
117,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_yes,свежие новости,Да,771.0,свежие,1.0
118,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_no,хоровой арбуз,Нет,843.0,хоровой,1.0
119,1637329557,f55fbb21e32f6b727eba6ed78263b502,literal_m,острые ножи,Да,2764.0,острые,1.0
120,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_no,ядовитый престиж,Нет,1564.0,ядовитый,1.0
121,1637329557,f55fbb21e32f6b727eba6ed78263b502,literal_m,горький вкус,Да,785.0,горький,1.0
122,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_no,здравый паспорт,Нет,781.0,здравый,1.0
123,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_no,выпускной цвет,Нет,951.0,выпускной,1.0
124,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_no,мозговая сирень,Нет,672.0,мозговая,1.0
125,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_yes,захватывающая книга,Да,826.0,захватывающая,1.0
126,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_no,ликующая печь,Нет,1417.0,ликующая,1.0
127,1637329557,f55fbb21e32f6b727eba6ed78263b502,literal_m,холодный склад,Нет,1840.0,холодный,0.0
128,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_no,усатая корзина,Нет,7546.0,усатая,1.0
129,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_yes,зелёная ручка,Да,1333.0,зелёная,1.0
130,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_no,точечный паркет,Нет,963.0,точечный,1.0
131,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_yes,вкусный помидор,Да,908.0,вкусный,1.0
132,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_no,томатный приют,Нет,795.0,томатный,1.0
133,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_no,женатый отчет,Нет,1220.0,женатый,1.0
134,1637329557,f55fbb21e32f6b727eba6ed78263b502,metaphor,ледяной кофе,Да,1081.0,ледяной,1.0
135,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_no,сутулая камера,Нет,734.0,сутулая,1.0
136,1637329557,f55fbb21e32f6b727eba6ed78263b502,bleaching,бешеный голод,Нет,1448.0,бешеный,0.0
137,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_no,антисоветская река,Нет,964.0,антисоветская,1.0
138,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_yes,белые носки,Да,1242.0,белые,1.0
139,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_no,зеркальная сигарета,Нет,2179.0,зеркальная,1.0
140,1637329557,f55fbb21e32f6b727eba6ed78263b502,bleaching,страшная жажда,Да,4401.0,страшная,1.0
141,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_yes,известный актёр,Да,1431.0,известный,1.0
142,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_no,фазовая лилия,Нет,706.0,фазовая,1.0
143,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_no,круглосуточное тесто,Нет,2548.0,круглосуточное,1.0
144,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_no,тревожный кошелёк,Нет,1327.0,тревожный,1.0
145,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_yes,удобный сервис,Да,908.0,удобный,1.0
146,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_yes,влажная трава,Да,995.0,влажная,1.0
147,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_yes,умный друг,Да,834.0,умный,1.0
148,1637329557,f55fbb21e32f6b727eba6ed78263b502,literal_m,светлая ткань,Да,2064.0,светлая,1.0
149,1637329557,f55fbb21e32f6b727eba6ed78263b502,filler_no,включенный комод,Нет,1067.0,включенный,1.0
150,1637329557,f55fbb21e32f6b727eba6ed78263b502,literal_b,глубокий овраг,Да,1372.0,глубокий,1.0
151,1637411186,b32d69d0d02b82dc2e937485fc566bef,ok,пить пиво,Да,5595.0,пить,1.0
152,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,сесть в трагедию,Нет,827.0,сесть,1.0
153,1637411186,b32d69d0d02b82dc2e937485fc566bef,ok,слушать радио,Да,752.0,слушать,1.0
154,1637411186,b32d69d0d02b82dc2e937485fc566bef,ok,гоняться за славой,Да,810.0,гоняться,1.0
155,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,налить звезду,Нет,741.0,налить,1.0
156,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,обидеть вилку,Нет,1068.0,обидеть,1.0
157,1637411186,b32d69d0d02b82dc2e937485fc566bef,ok,рассуждать о вечном,Да,1064.0,рассуждать,1.0
158,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,надеть завтрак,Нет,684.0,надеть,1.0
159,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,облокотиться на печаль,Нет,819.0,облокотиться,1.0
160,1637411186,b32d69d0d02b82dc2e937485fc566bef,hm,подарить жизнь,Да,789.0,подарить,1.0
161,1637411186,b32d69d0d02b82dc2e937485fc566bef,lhb,класть ложку,Да,887.0,класть,1.0
162,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,косить портфель,Нет,729.0,косить,1.0
163,1637411186,b32d69d0d02b82dc2e937485fc566bef,ok,собирать яблоки,Да,695.0,собирать,1.0
164,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,приказать внимание,Нет,767.0,приказать,1.0
165,1637411186,b32d69d0d02b82dc2e937485fc566bef,llm,ударить по колену,Да,748.0,ударить,1.0
166,1637411186,b32d69d0d02b82dc2e937485fc566bef,llb,снять капюшон,Да,772.0,снять,1.0
167,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,лечить одежду,Нет,839.0,лечить,1.0
168,1637411186,b32d69d0d02b82dc2e937485fc566bef,llm,выйти из библиотеки,Да,704.0,выйти,1.0
169,1637411186,b32d69d0d02b82dc2e937485fc566bef,ok,наслаждаться погодой,Да,842.0,наслаждаться,1.0
170,1637411186,b32d69d0d02b82dc2e937485fc566bef,ok,делать массаж,Да,561.0,делать,1.0
171,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,выражать ранец,Нет,676.0,выражать,1.0
172,1637411186,b32d69d0d02b82dc2e937485fc566bef,ok,писать сочинение,Да,696.0,писать,1.0
173,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,терроризировать тумбочку,Нет,822.0,терроризировать,1.0
174,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,клянчить тревогу,Нет,729.0,клянчить,1.0
175,1637411186,b32d69d0d02b82dc2e937485fc566bef,lhm,идти к выходу,Да,669.0,идти,1.0
176,1637411186,b32d69d0d02b82dc2e937485fc566bef,lb,кидать клич,Да,924.0,кидать,1.0
177,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,лупить проблему,Нет,728.0,лупить,1.0
178,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,оскорбить зонтик,Нет,801.0,оскорбить,1.0
179,1637411186,b32d69d0d02b82dc2e937485fc566bef,hm,разогревать мышцы,Да,906.0,разогревать,1.0
180,1637411186,b32d69d0d02b82dc2e937485fc566bef,hb,дать сигнал,Да,1275.0,дать,1.0
181,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,развеселить батарею,Нет,1188.0,развеселить,1.0
182,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,дёргать за терпение,Нет,1060.0,дёргать,1.0
183,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,танцевать картину,Нет,757.0,танцевать,1.0
184,1637411186,b32d69d0d02b82dc2e937485fc566bef,lhb,нести груз,Да,723.0,нести,1.0
185,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,лежать на потолке,Нет,695.0,лежать,1.0
186,1637411186,b32d69d0d02b82dc2e937485fc566bef,hb,брать реванш,Нет,731.0,брать,0.0
187,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,душить стул,Нет,849.0,душить,1.0
188,1637411186,b32d69d0d02b82dc2e937485fc566bef,lb,погасить штраф,Да,896.0,погасить,1.0
189,1637411186,b32d69d0d02b82dc2e937485fc566bef,lhm,наполнять стакан,Да,926.0,наполнять,1.0
190,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,испечь печаль,Нет,855.0,испечь,1.0
191,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,возбуждать стену,Нет,6196.0,возбуждать,1.0
192,1637411186,b32d69d0d02b82dc2e937485fc566bef,llb,вызвать дочку,Да,894.0,вызвать,1.0
193,1637411186,b32d69d0d02b82dc2e937485fc566bef,lm,вертеть мужем,Да,870.0,вертеть,1.0
194,1637411186,b32d69d0d02b82dc2e937485fc566bef,lhb,вести человека,Да,687.0,вести,1.0
195,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,одеть ванну,Нет,655.0,одеть,1.0
196,1637411186,b32d69d0d02b82dc2e937485fc566bef,ok,скушать ужин,Да,1027.0,скушать,1.0
197,1637411186,b32d69d0d02b82dc2e937485fc566bef,hm,забирать энергию,Да,940.0,забирать,1.0
198,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,обедать печалью,Нет,1437.0,обедать,1.0
199,1637411186,b32d69d0d02b82dc2e937485fc566bef,ok,смотреть на облака,Да,2138.0,смотреть,1.0
200,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,испугать банкомат,Нет,1077.0,испугать,1.0
201,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,молчать комплименты,Нет,1225.0,молчать,1.0
202,1637411186,b32d69d0d02b82dc2e937485fc566bef,llb,разбить тарелку,Да,1079.0,разбить,1.0
203,1637411186,b32d69d0d02b82dc2e937485fc566bef,lm,копить злость,Да,1066.0,копить,1.0
204,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,вылить квартиру,Нет,1090.0,вылить,1.0
205,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,смотреть ушами,Нет,1434.0,смотреть,1.0
206,1637411186,b32d69d0d02b82dc2e937485fc566bef,lhb,взять книгу,Да,804.0,взять,1.0
207,1637411186,b32d69d0d02b82dc2e937485fc566bef,llm,сражаться с воинами,Да,1334.0,сражаться,1.0
208,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,разозлить матрас,Нет,1151.0,разозлить,1.0
209,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,свисать с пола,Нет,1744.0,свисать,1.0
210,1637411186,b32d69d0d02b82dc2e937485fc566bef,lb,держать вахту,Да,1020.0,держать,1.0
211,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,разорвать тревогу,Нет,1521.0,разорвать,1.0
212,1637411186,b32d69d0d02b82dc2e937485fc566bef,lhm,резать хлеб,Да,1569.0,резать,1.0
213,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,отвечать на табуретку,Нет,718.0,отвечать,1.0
214,1637411186,b32d69d0d02b82dc2e937485fc566bef,hm,потерять покой,Да,784.0,потерять,1.0
215,1637411186,b32d69d0d02b82dc2e937485fc566bef,ok,покупать продукты,Да,1536.0,покупать,1.0
216,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,везти слово,Нет,926.0,везти,1.0
217,1637411186,b32d69d0d02b82dc2e937485fc566bef,lm,уронить голову,Да,935.0,уронить,1.0
218,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,нажимать рыбу,Нет,1106.0,нажимать,1.0
219,1637411186,b32d69d0d02b82dc2e937485fc566bef,hb,крутить роман,Да,1329.0,крутить,1.0
220,1637411186,b32d69d0d02b82dc2e937485fc566bef,lm,бить по психике,Да,824.0,бить,1.0
221,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,враждовать с ковром,Нет,724.0,враждовать,1.0
222,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,слушать глазами,Нет,2361.0,слушать,1.0
223,1637411186,b32d69d0d02b82dc2e937485fc566bef,ok,кормить курицу,Да,895.0,кормить,1.0
224,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,говорить диванами,Нет,942.0,говорить,1.0
225,1637411186,b32d69d0d02b82dc2e937485fc566bef,llb,развязать ленту,Да,806.0,развязать,1.0
226,1637411186,b32d69d0d02b82dc2e937485fc566bef,lhm,бродить по коридорам,Да,901.0,бродить,1.0
227,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,съесть статую,Нет,1231.0,съесть,1.0
228,1637411186,b32d69d0d02b82dc2e937485fc566bef,lb,оставить рубец,Да,926.0,оставить,1.0
229,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,жить в десерте,Да,1682.0,жить,0.0
230,1637411186,b32d69d0d02b82dc2e937485fc566bef,ok,спорить с папой,Да,761.0,спорить,1.0
231,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,избить траву,Нет,765.0,избить,1.0
232,1637411186,b32d69d0d02b82dc2e937485fc566bef,hb,поднять крик,Да,752.0,поднять,1.0
233,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,вдохнуть кошелёк,Нет,735.0,вдохнуть,1.0
234,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,подметать обсуждение,Нет,2227.0,подметать,1.0
235,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,вышивать воду,Нет,964.0,вышивать,1.0
236,1637411186,b32d69d0d02b82dc2e937485fc566bef,ok,говорить неправду,Да,890.0,говорить,1.0
237,1637411186,b32d69d0d02b82dc2e937485fc566bef,llm,двигаться к библиотеке,Да,979.0,двигаться,1.0
238,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,вылечить погоду,Нет,865.0,вылечить,1.0
239,1637411186,b32d69d0d02b82dc2e937485fc566bef,fil,бежать по потолку,Нет,894.0,бежать,1.0
240,1637411186,b32d69d0d02b82dc2e937485fc566bef,metaphor,сладкая слава,Да,1217.0,сладкая,1.0
241,1637411186,b32d69d0d02b82dc2e937485fc566bef,filler_no,компетентный грот,Нет,929.0,компетентный,1.0
242,1637411186,b32d69d0d02b82dc2e937485fc566bef,metaphor,горячая битва,Да,821.0,горячая,1.0
243,1637411186,b32d69d0d02b82dc2e937485fc566bef,filler_no,отсталый снег,Нет,981.0,отсталый,1.0
244,1637411186,b32d69d0d02b82dc2e937485fc566bef,filler_no,торопливый комок,Нет,1005.0,торопливый,1.0
245,1637411186,b32d69d0d02b82dc2e937485fc566bef,filler_no,литровый диван,Нет,1143.0,литровый,1.0
